Line;Category
على الإنسان أن يحافظ على البيئة والنظافة، بما في ذلك الغابات والبحار.;النظافة
على الإنسان أن يحافظ على البيئة، وعلى الغابات وعلى البحار.;النظافة
"على الإنسان أن يكون رحيما  لأن الرحمة تجمع بين البشر ؛ و أن يكون أديبا  لأن الأدب يوحد القلوب المتنافرة";الرحمة
على الإنسان أن يكون رحيما لأن الرحمة تجمع بين البشر وأن يكون أديبا لأن الأدب يوحد القلوب المتنافرة;الرحمة
"على الإنسان أن يكون رحيما لأن الرحمة تجمع بين البشر؛ وأن يكون أديبا لأن الأدب يوحد القلوب المتنافرة";الرحمة
"على الإنسان أن يكون رحيما لأن الرحمة تجمع بين البشر؛ وأن يكون أديبا لأن الأدب يوحد القلوب المتنافرة— ليو تولستوي";الرحمة
"﻿على الإنسان أن يكون رحيما لأن الرحمة تجمع بين البشر؛ وأن يكون أديبا؛ لأن الأدب يوحد القلوب المتنافرة﻿";الرحمة
على الباغي تدور الدوائر;الإساءة
على الرغم من الحاضر الظالم فإنني شديد التفاؤل شديد الثقة بأن الفجر يقترب وأن الصبح الوليد قادم لا محالة;التفاؤل
على الفرد أن يتحول من  تأثير  الغضب إلى التأثير بالفعل ومن انفعال العاطفة إلى الحركة;الغضب
على الكذاب الاحتفاظ بذاكرة جيدة;الكذب
على الكذاب الأحتفاظ بذاكرة جيدة;الكذب
على المرء أن يكون ثابتا في مزاجه ومرنا في تفكيره;الرفق
على المرء أن يكون ثابتا في مزاجه ومرنا في تفكيره – فوفنارغ;الرفق
ﻋﻠﻰ ﺍﻟﻤﺮﺃﺓ ﺃﻥ ﺗﻌﻴﺶ ﺣﻴﺎﺗﻬﺎ   ﺃﻭ ﺃﻥ ﺗﺤﻴﺎ ﺣﺘﻰ ﺗﺘﻮﺏ ﻋﻦ ﺣﻴﺎﺗﻬﺎ;العدل والإنصاف
على بساتين البر تهطل أمطار الرحمة;البر
على بساط البر ترقص الأرواح;البر
على بساط البر تسجد جباه العارفين;البر
على بساط البر تسير الأرواح;البر
عَلَى تَبَايُنِ أجْنَاسٍ وَأدْيَانِ;الوفاء
على جبال البر تتنزل الرحمات;البر
على جدران البر تكتب آيات الرحمة;البر
على جميع المجتمعات البشرية أن تتعاون من أجل الحفاظ على سلامة ونظافة البيئة ومن أجل حماية الإنسان من التلوث ومن أجل أن تأتي أجيال الأطفال القادمة خالية من الأمراض والتشوهات سعيدة بمجتمعها لنحافظ على النظافة من أجل الاستقرار والسلامة لجميع سكان العالم;النظافة
على جناح البر تطير الأحلام;البر
على جناح البر يطير الدعاء إلى السماء;البر
على درب البر تسير قوافل المتقين;البر
على درب البر تمشي الأحلام;البر
على درب البر تمشي الملائكة;البر
ﻋﻠﻰ ﺳﺒﻴﻞ ﺍﻟﻤﺜﺎﻝ   ﻋﻠﻰ ﻛﻮﻛﺐ ﺍﻷﺭﺽ   ﻛﺎﻥ ﺍﻹﻧﺴﺎﻥ ﺩﺍﺋﻤﺎ ﻳﻔﺘﺮﺽ ﺃﻧﻪ ﺃﻛﺜﺮ ﺫﻛﺎﺀ ﻣﻦ ﺍﻟﺪﻻﻓﻴﻦ ﻷﻧﻪ ﺣﻘﻖ ﺍﻟﻜﺜﻴﺮ   ﺍﻟﻌﺠﻠﺔ   ﻧﻴﻮﻳﻮﺭﻙ   ﺍﻟﺤﺮﻭﺏ ﻭﻣﺎ ﺇﻟﻰ ﺫﻟﻚ   ﺑﻴﻨﻤﺎ ﻛﻞ ﻣﺎ ﻓﻌﻠﺘﻪ ﺍﻟﺪﻻﻓﻴﻦ ﻛﺎﻥ ﻣﺠﺮﺩ ﻫﺮﺍﺀ ﻓﻲ ﺍﻟﻤﺎﺀ ﻳﻘﻀﻲ ﻭﻗﺘﺎ ﻣﻤﺘﻌﺎ  ﻭﻟﻜﻦ ﻋﻠﻰ ﺍﻟﻌﻜﺲ ﻣﻦ ﺫﻟﻚ   ﻛﺎﻧﺖ ﺍﻟﺪﻻﻓﻴﻦ ﺗﺆﻣﻦ ﺩﺍﺋﻤﺎ ﺃﻧﻬﺎ ﺃﻛﺜﺮ ﺫﻛﺎﺀ ﻣﻦ ﺍﻹﻧﺴﺎﻥ   ﻟﻸﺳﺒﺎﺏ ﻧﻔﺴﻬﺎ ﺑﺎﻟﻀﺒﻂ;التواضع
على سجادات البر تسجد جباه المحبين;البر
على سجادة البر يسجد القلب لله;البر
على سفن البر يبحر المؤمنون إلى شواطئ اليقين;البر
على شاطئ البر ترسو سفن الأمل;البر
على شاطئ البر ترسو قوارب الأمل;البر
على شرفات البر تطل أرواح العابدين;البر
على شرفات البر تطل النفوس على الملكوت;البر
على شواطئ البر ترسو سفن التائبين;البر
على صفحات البر تكتب الملائكة أسماء المحسنين;البر
على صفحات البر تكتب قصص التائبين;البر
على ضفاف البر تستحم الأرواح بنور اليقين;البر
على ضفاف البر تنبت أشجار المحبة;البر
على قدر الاهتمام بما تريد يأتي التوفيق شكرا أبي;الشكر
على قدر الاهتمام بما تريد يأتي التوفيق شكراً أبي.;الشكر
على قدر التضحية تكون المكافأة;التضحية
على كل السنين الذاهبات..;الشكر
عَلَى مَبَادئِ تَهْذِيبٍ وَإيْمانِ;الوفاء
على مدارج البر تصعد الأرواح سلم الكمال;البر
على مر القرون ليس تاريخ الشعوب إلا درسا للتسامح المتبادل;السماحة
على مرآة البر تنعكس أنوار السماء;البر
على مراكب البر يسافر العارفون;البر
على مسارح البر تمثل الملائكة مشاهد الخير;البر
على مسارح البر تمثل الملائكة مشاهد الرحمة;البر
على منابر البر تخطب الحكمة;البر
على منابر البر تخطب الحكمة للقلوب;البر
على منابع البر يشرب الظامئون;البر
على منارات البر تشرق شموس اليقين;البر
على منصات البر تتوج النفوس بتاج الكرامة;البر
على منصات البر تعزف الملائكة ألحان الرضا;البر
على منصة البر يتوج المتقون;البر
على موائد البر تتغذى الأرواح بالرضا;البر
على موائد البر تتغذى الأرواح بالمعرفة;البر
على موائد البر تشبع الأرواح الجائعة;البر
على موائد البر تشبع كل الأرواح;البر
على موائد البر تشبع كل النفوس;البر
علي ابن أبي طالب  ثلاث موبقات  الكبر فإنه حط إبليس من مرتبته والحرص فإنه أخرج آدم من الجنة والحسد فإنه دعا ابن آدم إلى قتل أخيه;الحسد
علي بن أبي طالب الصبر صبران صبر على ما تكره وصبر على ما تحب;الصبر
علي بن أبي طالب إن الصبر من الإيمان بمنزلة الرأس من الجسد فإذا قطع الرأس بار الجسم ثم رفع صوته فقال ألا إنه لا إيمان لمن لا صبر له وقال الصبر مطية لا تكبو;الصبر
عليك أن تتحلى بالشجاعة الكافية لاستخدام عقلك;الشجاعة
عليك أن تتحلى بالشجاعة الكافية لاستخدام عقلك.;الشجاعة
عليك أن تتحلى بالصبر بدلا من البطر;البطر
عليك أن تتعاون دائما مع الآخرين حتى تنال محبة الخالق -عز وجل-;التعاون
عليك أن تتقبل وترضى بكل ما تقابله في دربك أهم شيء أن تلق ما تلقاه وأنت على أهبة الاستعداد له دون إفراط أو تفريط;القناعة
عليك أن تسامح الأناني دائما لأنه ليس هنالك من علاج;السماحة
عليك أن تعلم أنه عندما يزداد تفاؤلك وأملك في أيامك ستجد الراحة النفسية والهدوء الذي تحلم به;التفاؤل
عليك أن تفعل الأشياء التي تعتقد أنه ليس باستطاعتك أن تفعلھا;الحكمة
عليك أن تنظر إلى المستقبل بتفاؤل بدلا من الأفكار السلبية;التفاؤل
عليك ب بر الوالدين كليهما وبر ذوي القربى وبر الأباعد;البر
عليك بإخوان الثقات فإنهم  قليل فصلهم دون من كنت تصحب  ونفسك أكرمها وصنها فإنها  متى ما تجالس سفلة الناس تغضب;الألفة
عليك بإخوان الثقات فإنهم قليل فصلهم دون من كنت تصحب ونفسك أكرمها وصنها فإنها متى ما تجالس سفلة الناس تغضب هي من المودة والمحبة بين الناس;المحبة
عليك بالإخلاص فإنّه سبب قبول الأعمال وشرف الطاعة.;الإخلاص
عليك بالإخلاص.;الإخلاص
عليك بالاستعانة بالرفق في كل صعب فبالرفق يمكن أن تحل أكثر الأمور تعقيدا;الرفق
عليك بالتغافل لتبقى بعيدًا عن المتاعب;التغافل
عليك بالتغافل لتجعل الحياة أكثر سهولة;التغافل
